date;WorkType;Hours;SystemHours;Quantity;SystemKPI
2020-03-26;210;25,44;18,4625;5757;311,821259
2020-03-26;217;32;5,974722;723;121,009814
2020-03-26;202;16;13,978611;1732;123,903583
2020-03-26;209;37,72;18,504166;7405;400,180154
2020-03-26;215;36,48;29,556666;12744;431,17177
2020-03-26;211;54,48;14,944444;3199;214,059485
2020-03-26;213;19,63;3,523055;320;90,83026
2020-03-27;217;31,93;7,546111;2478;328,381069
2020-03-27;202;14,1;14,333611;1601;111,69551
2020-03-27;203;24;20,526944;61666;3004,149083
2020-03-27;206;106,29;43,783333;469;10,711839
2020-03-27;210;18,9;12,437777;4309;346,444545
2020-03-27;213;16,17;4,7775;186;38,932496
2020-03-27;214;24,3;14,09;40056;2842,867281
2020-03-27;215;40,06;38,299444;10740;280,421825
2020-03-27;209;41,07;12,590277;11883;943,823555
2020-03-27;211;68,6;16,395833;3130;190,902163
2020-03-29;206;46,3;24,975833;323;12,932502
2020-03-29;215;4,1;4,755833;2129;447,660798
2020-03-30;202;8;7,158333;1099;153,527364
2020-03-30;217;38,15;5,910555;1823;308,431272
2020-03-30;203;31,95;22,320277;47389;2123,136733
2020-03-30;206;176,43;86,2825;925;10,720598
2020-03-30;211;82,09;42,278611;5717;135,222039
2020-03-30;209;51,02;26,321666;11656;442,829112
2020-03-30;210;35,73;26,243888;9228;351,624728
2020-03-30;214;24,28;15,289722;27005;1766,219163
2020-03-30;215;71,66;58,646388;23444;399,751814
2020-03-30;213;23,87;1,725555;243;140,824257
2020-03-31;206;175,37;121,111666;935;7,720148
2020-03-31;203;45,2;23,2475;174078;7488,030971
2020-03-31;202;7,8;7,110277;879;123,623875
2020-03-31;217;32,13;8,254444;4884;591,681281
2020-03-31;214;23,35;10,703333;7958;743,506718
2020-03-31;209;44,74;23,8625;10956;459,130434
2020-03-31;213;28,17;1,761666;316;179,375659
2020-03-31;211;62,04;8,958055;2101;234,537519
2020-03-31;210;30,36;23,792777;7961;334,597344
2020-03-31;215;55,99;42,591944;16699;392,069448
2020-04-01;202;8;5,956388;1024;171,916268
2020-04-01;217;36;10,294166;2191;212,839
2020-04-01;206;189;66,638888;651;9,769071
2020-04-01;203;39,8;24,4825;111912;4571,101807
2020-04-01;209;30,74;16,051388;6792;423,140976
2020-04-01;211;69,64;12,746111;2936;230,344769
2020-04-01;214;14,26;6,393611;6544;1023,521762
2020-04-01;213;18,4;0,935555;192;205,225775
2020-04-01;210;28,7;16,014444;4271;266,696739
2020-04-01;215;37,84;33,831388;11796;348,670293
2020-04-02;202;16;15,225;1940;127,422003
2020-04-02;213;18,34;2,465;304;123,326572
2020-04-02;206;190,45;65,025;595;9,150327
2020-04-02;217;32;9,509444;2984;313,793319
2020-04-02;203;38,5;21,995833;41389;1881,674588
2020-04-02;215;30,02;21,703333;10228;471,264021
2020-04-02;209;43,54;19,348888;10766;556,414404
2020-04-02;214;17,28;10,653611;12960;1216,488944
2020-04-02;211;69,45;14,351944;2768;192,865858
2020-04-02;210;30,23;19,3;7289;377,668393
2020-04-03;202;14,77;6,151111;1340;217,846824
2020-04-03;217;35,45;8,161111;1250;153,16542
2020-04-03;206;111,57;48,646111;407;8,366548
2020-04-03;203;40;21,946666;67958;3096,506776
2020-04-03;210;18,18;12,274166;4007;326,458025
2020-04-03;211;57,68;17,656388;3267;185,032182
2020-04-03;215;24,7;18,732777;8400;448,411893
2020-04-03;214;5,2;1,472222;1650;1120,754886
2020-04-03;209;38,71;12,333888;7443;603,459347
2020-04-03;213;12,96;1,079166;183;169,575394
2020-04-05;206;55,2;24,503055;278;11,345524
2020-04-05;215;4,1;5,142222;1881;365,795175
2020-04-06;206;175,07;119,211666;952;7,985796
2020-04-06;202;12,6;8,238611;1508;183,040563
2020-04-06;217;28,15;3,112777;1869;600,428491
2020-04-06;203;39;22,952777;99563;4337,732205
2020-04-06;209;57,63;24,3125;19037;783,012853
2020-04-06;210;31,94;24,141944;7337;303,910902
2020-04-06;215;57,07;42,678888;23376;547,718112
2020-04-06;211;71,43;13,513333;2853;211,12482
2020-04-06;214;15,16;8,410833;14330;1703,755145
2020-04-06;213;21,38;2,513888;211;83,933731
2020-04-07;202;14,25;13,436666;1728;128,60333
2020-04-07;203;39;25,799444;55728;2160,046549
2020-04-07;217;16;7,993055;1997;249,841893
2020-04-07;206;176,25;72,881388;607;8,328601
2020-04-07;215;44,51;45,118611;8597;190,542213
2020-04-07;213;19,59;3,855833;287;74,432684
2020-04-07;211;52,25;10,918888;3510;321,461306
2020-04-07;210;18,58;17,615833;6028;342,192163
2020-04-07;214;32;17,583888;59911;3407,153184
2020-04-07;209;38,72;17,773333;14901;838,390863
2020-04-08;217;20,7;8,549444;13320;1557,996052
2020-04-08;202;14,25;14,550277;1537;105,633727
2020-04-08;203;40;19,171388;72522;3782,824696
2020-04-08;206;148,7;108,9175;675;6,197351
2020-04-08;213;13,47;3,175277;276;86,92155
2020-04-08;210;24,57;16,844722;5319;315,766564
2020-04-08;214;36,55;18,970277;117153;6175,608295
2020-04-08;215;31,82;19,413611;9963;513,196643
2020-04-08;209;53,52;16,917222;9708;573,853082
2020-04-08;211;64,02;12,4125;3886;313,0715
2020-04-09;203;39,8;18,775555;67773;3609,6403
2020-04-09;202;12,25;13,5125;1774;131,285846
2020-04-09;217;15,63;7,528611;2890;383,86895
2020-04-09;211;55,67;6,780555;3281;483,883693
2020-04-09;206;101,55;43,185833;369;8,544469
2020-04-09;210;28,51;14,734444;4350;295,226613
2020-04-09;213;19,87;2,393888;241;100,673047
2020-04-09;209;27,98;14,775277;8453;572,104333
2020-04-09;215;21,66;14,933333;7621;510,334832
2020-04-09;214;25,23;14,038888;22407;1596,066583
2020-04-13;206;60,26;38,428888;357;9,289886
2020-04-14;210;41,61;29,420555;9493;322,665564
2020-04-14;203;48;30,515277;104400;3421,237172
2020-04-14;217;32;8,467222;3370;398,00539
2020-04-14;206;141,86;70,742222;702;9,923352
2020-04-14;214;23,91;8,546666;26025;3045,047039
2020-04-14;211;53,38;11,543611;2745;237,793875
2020-04-14;202;11,47;10,208888;1653;161,917732
2020-04-14;213;12,07;0,973888;220;225,898666
2020-04-14;209;56,62;29,539166;16043;543,109443
2020-04-14;215;49,41;38,974444;15009;385,098501
2020-04-15;217;28;8,662777;1121;129,404231
2020-04-15;206;147,12;99,472222;895;8,997487
2020-04-15;203;48;31,481666;116006;3684,874872
2020-04-15;215;27,14;18,964444;11443;603,392327
2020-04-15;202;14,25;12,962222;1681;129,684555
2020-04-15;211;74,67;15,553055;5373;345,462675
2020-04-15;210;38,97;29,385833;10611;361,092367
2020-04-15;209;66,27;29,5925;22800;770,465489
2020-04-15;214;32,72;23,737222;27274;1148,997132
2020-04-15;213;14,93;2,090277;183;87,548205
2020-04-16;206;154,1;75,675833;747;9,871051
2020-04-16;203;36,7;19,261111;94685;4915,863887
2020-04-16;202;14,25;16,026666;1520;94,841934
2020-04-16;214;34,61;18,862222;40189;2130,660958
2020-04-16;215;37,7;28,195;14350;508,955488
2020-04-16;209;34,69;17,973611;8997;500,567192
2020-04-16;211;59,13;16,709166;4028;241,065293
2020-04-16;213;18,96;1,486111;217;146,018703
2020-04-16;210;23,72;17,956111;6871;382,655241
2020-04-17;203;32,6;20,096111;49088;2442,661667
2020-04-17;206;76,47;45,191666;459;10,15674
2020-04-17;210;33,12;28,453055;11854;416,616071
2020-04-17;209;54,96;28,510833;16044;562,73347
2020-04-17;213;5,14;0,7325;230;313,993174
2020-04-17;214;29,75;17,985833;42725;2375,480746
2020-04-17;211;52,58;9,212777;3254;353,205119
2020-04-17;202;13,37;13,978888;1044;74,684052
2020-04-17;217;6,75;2,048611;352;171,823738
2020-04-17;215;30,31;16,381944;7103;433,587124
2020-04-19;206;60,8;45,797222;454;9,913265
2020-04-20;203;39;19,686111;61819;3140,234249
2020-04-20;217;23,7;7,228611;1497;207,093727
2020-04-20;206;183,92;95,679722;755;7,890909
2020-04-20;202;13,37;12,293888;2042;166,098796
2020-04-20;211;89,92;26,157222;4989;190,731263
2020-04-20;215;60,36;47,188333;23347;494,762126
2020-04-20;214;38,47;15,38;43419;2823,081924
2020-04-20;213;18,1;0,677222;213;314,520202
2020-04-21;203;45,75;27,424166;138758;5059,698077
2020-04-21;206;153,12;86,246666;642;7,443766
2020-04-21;202;14,25;13,175;1386;105,19924
2020-04-21;217;24;8,080277;1334;165,09335
2020-04-21;211;50,23;10,248333;3719;362,888286
2020-04-21;215;25,16;16,171944;12245;757,175513
2020-04-21;210;59,9;43,304444;15680;362,087549
2020-04-21;209;46,41;43,306111;16038;370,340342
2020-04-21;213;15,77;1,654444;244;147,481571
2020-04-21;214;21,86;14,630833;12024;821,826071
2020-04-22;217;19,2;6,754722;454;67,21224
2020-04-22;203;39,7;14,376388;31533;2193,388214
2020-04-22;206;159,8;90,084166;698;7,74831
2020-04-22;202;14,25;10,3275;2170;210,118615
2020-04-22;209;83,51;25,681388;25405;989,237809
2020-04-22;211;68;13,141944;3931;299,118608
2020-04-22;214;22,97;10,386388;38393;3696,472729
2020-04-22;215;33,98;22,013611;11822;537,031384
2020-04-22;210;31,3;25,242777;10117;400,787916
2020-04-22;213;15,29;2,377777;213;89,579469
2020-04-23;206;166,16;65,599444;471;7,179939
2020-04-23;217;8;7,938888;172;21,665502
2020-04-23;203;34,82;13,791388;64009;4641,229729
2020-04-23;211;71,61;9,764722;4865;498,222069
2020-04-23;202;13,75;13,625833;1513;111,039082
2020-04-23;215;30,27;22,379166;12047;538,313179
2020-04-23;209;40,95;21,201666;13566;639,855377
2020-04-23;213;17,08;2,783055;289;103,84272
2020-04-23;210;27,27;21,121388;8255;390,836056
2020-04-23;214;18,54;10,490277;7914;754,412872
2020-04-24;210;22,34;15,589444;4930;316,239629
2020-04-24;211;57,42;14,691666;3489;237,481576
2020-04-24;203;44,48;14,348333;34894;2431,92014
2020-04-24;206;95,94;44,558888;351;7,877216
2020-04-24;217;8;1,36;355;261,029411
2020-04-24;202;10,95;11,821944;2130;180,173413
2020-04-24;214;31,25;21,020555;42650;2028,966409
2020-04-24;209;37,13;15,606111;7060;452,386888
2020-04-24;215;27,11;16,755277;7980;476,267864
2020-04-24;213;8,06;2,063333;195;94,507285
2020-04-26;206;49,6;38,825833;408;10,508467
2020-04-26;215;3,6;3,0725;1566;509,682668
2020-04-27;202;8;6,891666;1201;174,268457
2020-04-27;206;166,93;87,595277;835;9,532477
2020-04-27;203;43,75;28,415555;91815;3231,152796
2020-04-27;217;16,37;7,182222;169;23,530322
2020-04-27;215;74,56;55,708333;24610;441,765148
2020-04-27;213;15,84;0,861666;213;247,195549
2020-04-27;214;38,73;26,483611;63307;2390,421759
2020-04-27;211;85,29;15,886944;4114;258,954774
2020-04-28;202;16,15;7,657777;1650;215,46723
2020-04-28;203;40,25;24,147222;164543;6814,158581
2020-04-28;206;166,48;95,288611;893;9,371529
2020-04-28;217;16,22;8,185555;853;104,207961
2020-04-28;213;16,74;2,691388;434;161,255085
2020-04-28;211;62,97;14,0425;2650;188,712836
2020-04-28;209;42,86;31,715;11952;376,856377
2020-04-28;215;22,22;17,282777;9474;548,175793
2020-04-28;214;38,35;28,190555;32818;1164,148772
2020-04-28;210;47,61;31,680277;9625;303,816787
2020-04-29;206;152,75;97,883888;781;7,978841
2020-04-29;202;16;16,193333;1969;121,59325
2020-04-29;203;39,9;28,365555;64427;2271,311102
2020-04-29;217;3,52;9,739444;424;43,534312
2020-04-29;209;65,53;37,346944;20525;549,576425
2020-04-29;215;26,72;19,341388;8778;453,845401
2020-04-29;211;60,91;15,328333;5283;344,655873
2020-04-29;210;54,95;37,201388;12656;340,20236
2020-04-29;213;24,61;1,901388;219;115,179017
2020-04-29;214;35,08;19,859444;57705;2905,67047
2020-04-30;202;16;11,828055;1655;139,921567
2020-04-30;203;32;15,062222;62826;4171,09773
2020-04-30;206;103,14;51,191388;434;8,477989
2020-04-30;215;32,26;24,546388;13547;551,893826
2020-04-30;214;39,75;23,4075;88514;3781,437573
2020-04-30;213;21,31;1,790555;272;151,908207
2020-04-30;210;40,98;30,494722;11741;385,017446
2020-04-30;209;39,84;30,533055;15387;503,945641
2020-04-30;211;55,78;15,385833;5161;335,438451
2020-05-03;206;53,2;45,655277;391;8,56418
2020-05-04;206;153,45;104,249444;871;8,354961
2020-05-04;203;48;23,919722;43673;1825,815534
2020-05-04;202;16;14,163333;1802;127,229939
2020-05-04;217;16,27;7,063055;207;29,307431
2020-05-04;214;26,91;13,569166;29444;2169,919654
2020-05-04;215;69,74;54,709722;27981;511,444748
2020-05-04;211;103;21,219722;7807;367,912454
2020-05-04;213;31,43;2,223611;340;152,904442
2020-05-05;206;148,02;94,259166;743;7,882523
2020-05-05;203;46,5;24,140277;159612;6611,854536
2020-05-05;202;14,25;11,875277;2057;173,217012
2020-05-05;217;11,42;3,766388;2374;630,312118
2020-05-05;213;17,17;2,476388;275;111,048834
2020-05-05;211;73,98;14,239722;4012;281,747073
2020-05-05;210;70,39;48,198055;15347;318,415338
2020-05-05;214;34,25;17,516111;32934;1880,21188
2020-05-05;215;38,59;22,298055;10119;453,806397
2020-05-05;209;57,14;48,230833;17768;368,395047
2020-05-06;202;14,25;13,046666;1982;151,916206
2020-05-06;217;20,77;6,231388;324;51,994836
2020-05-06;210;31,72;22,755277;9733;427,724962
2020-05-06;206;135,07;75,065;663;8,832345
2020-05-06;203;55,33;28,172222;97656;3466,393243
2020-05-06;214;14,02;7,849166;16571;2111,17971
2020-05-06;215;43,87;29,656944;18384;619,888549
2020-05-06;211;84,15;20,560277;5549;269,889359
2020-05-06;209;53,39;22,896944;20230;883,524019
2020-05-06;213;16,19;4,364444;264;60,488805
2020-05-07;217;19,52;5,982222;1115;186,385593
2020-05-07;202;9,75;14,886388;1764;118,497515
2020-05-07;203;48;26,73;204533;7651,81444
2020-05-07;206;148,19;89,801111;826;9,198104
2020-05-07;211;96,14;26,995277;5050;187,06976
2020-05-07;213;27,24;4,0325;468;116,057037
2020-05-07;214;26,86;12,369166;9302;752,031301
2020-05-07;215;27,17;20,363611;11832;581,036437
2020-05-07;210;26,11;22,337777;8228;368,34462
2020-05-07;209;37,63;22,438611;14296;637,116085
2020-05-08;206;95,3;47,314444;397;8,390672
2020-05-08;217;16,18;8,6225;1062;123,166135
2020-05-08;203;47,05;21,7125;104079;4793,506044
2020-05-08;202;13,25;15,569444;3190;204,888498
2020-05-08;215;33,62;27,963055;16864;603,081458
2020-05-08;209;63,68;30,486388;22670;743,610558
2020-05-08;213;10,9;2,091388;346;165,440368
2020-05-08;214;20,1;7,647222;18609;2433,432689
2020-05-08;211;64,24;11,207222;5075;452,833003
2020-05-08;210;42,59;30,401666;9940;326,955766
2020-05-10;206;60,8;49,534444;450;9,084588
2020-05-10;215;3,6;5,076666;2355;463,887125
2020-05-11;202;13,25;15,461111;2446;158,203378
2020-05-11;217;33,75;29,072777;2009;69,102445
2020-05-11;206;161,65;88,654166;767;8,651596
2020-05-11;203;51,75;20,663888;193855;9381,341981
2020-05-11;214;22,45;7,766111;9661;1243,994581
2020-05-11;213;22,34;1,954444;288;147,356486
2020-05-11;211;64,91;16,449722;4763;289,548966
2020-05-11;215;63,16;46,170833;27150;588,033575
2020-05-12;203;47,63;20,913611;93957;4492,624444
2020-05-12;206;145,02;78,201944;726;9,283657
2020-05-12;211;56,56;11,227222;4747;422,811626
2020-05-12;214;31,52;15,623055;15895;1017,406646
2020-05-12;202;13,25;13,273888;2070;155,945266
2020-05-12;217;47;34,0825;3411;100,080686
2020-05-12;210;70,23;57,711388;15525;269,011031
2020-05-12;209;54,18;57,744166;17996;311,650531
2020-05-12;215;16,86;16,283611;5065;311,048943
2020-05-12;213;28,44;3,575;329;92,027972
2020-05-13;203;38,8;26,156944;146810;5612,658726
2020-05-13;209;50,93;33,3425;18580;557,246757
2020-05-13;217;44,59;31,964444;3693;115,534623
2020-05-13;202;16;14,079722;3446;244,74915
2020-05-13;206;141,71;85,025277;809;9,514818
2020-05-13;210;43,17;32,621388;10052;308,141394
2020-05-13;211;73,73;18,846111;6840;362,9396
2020-05-13;215;35,82;25,577777;13652;533,744586
2020-05-13;214;26,8;14,035555;23530;1676,456684
2020-05-13;213;21,48;3,669722;267;72,757555
2020-05-14;206;131,65;75,976111;746;9,818876
2020-05-14;217;32,76;21,094722;1670;79,166722
2020-05-14;202;11,99;11,879444;1579;132,918678
2020-05-14;209;28,42;21,6925;10146;467,719257
2020-05-14;210;24,9;21,664166;8145;375,966469
2020-05-14;213;24,28;5,614444;342;60,914313
2020-05-14;203;40;23,476666;149330;6360,783937
2020-05-14;215;36,1;27,271944;16756;614,404312
2020-05-14;211;54,21;17,205;7566;439,755884
2020-05-14;214;26,8;19,310555;17724;917,84001
2020-05-15;202;8,2;9,952222;2173;218,3432
2020-05-15;209;47,57;25,175555;17121;680,064451
2020-05-15;217;31,77;25,389166;3689;145,298195
2020-05-15;214;18,97;10,253055;12603;1229,194615
2020-05-15;206;75,67;52,819722;392;7,42147
2020-05-15;203;44,17;33,897222;130014;3835,535549
2020-05-15;215;26,32;20,233055;10769;532,247848
2020-05-15;210;41,62;25,040277;7960;317,887857
2020-05-15;213;13,64;3,760555;279;74,191177
2020-05-15;211;72,41;27,793055;5800;208,685227
2020-05-17;206;41,8;31,722777;278;8,763419
2020-05-17;215;3,6;3,090833;2471;799,460857
2020-05-18;203;46,8;26,529722;55162;2079,252847
2020-05-18;206;143,61;81,010277;898;11,085013
2020-05-18;217;52,36;33,879444;25068;739,917691
2020-05-18;215;69,16;55,695277;33925;609,118076
2020-05-18;202;12,32;13,03;1587;121,795855
2020-05-18;211;95,44;32,716944;4063;124,186415
2020-05-18;214;31,08;12,511944;21120;1687,987094
2020-05-18;213;22,56;2,716388;360;132,528932
2020-05-19;206;135,28;91,840555;789;8,590976
2020-05-19;203;47,42;21,678888;72459;3342,376232
2020-05-19;217;53,26;41,551388;4962;119,418393
2020-05-19;209;59,04;57,3225;18684;325,945309
2020-05-19;211;67,6;13,654444;7537;551,981464
2020-05-19;202;11,55;12,885555;2014;156,299049
2020-05-19;213;25,54;2,306111;357;154,806078
2020-05-19;214;32,2;20,019444;19291;963,613175
2020-05-19;215;43,62;25,537777;16445;643,947983
2020-05-19;210;63,21;57,298888;16671;290,948054
2020-05-20;217;52;29,870277;2974;99,563857
2020-05-20;202;11,35;13,131111;2269;172,795736
2020-05-20;214;30,45;23,581388;34569;1465,944243
2020-05-20;203;47,4;28,316944;103187;3644,001979
2020-05-20;206;99,95;65,531944;638;9,73571
2020-05-20;209;58,38;23,5875;20248;858,420773
2020-05-20;215;29,74;20,682777;9804;474,017584
2020-05-20;210;34,94;23,408611;10432;445,647971
2020-05-20;213;21,74;1,957222;193;98,609151
2020-05-20;211;57,1;18,504166;5277;285,179024
2020-05-21;206;55,92;22,008611;351;15,948303
2020-05-21;215;4;5,802222;2125;366,239002
2020-05-22;203;32;12,219722;34761;2844,663732
2020-05-22;202;12,02;12,236944;1844;150,691218
2020-05-22;206;90,48;47,705555;637;13,352743
2020-05-22;214;46,1;29,5125;44351;1502,786954
2020-05-22;210;48,26;38,785277;12747;328,655639
2020-05-22;215;39,59;34,843611;15481;444,29953
2020-05-22;209;30,34;38,921666;18415;473,129798
2020-05-22;213;30,09;0,809722;289;356,912619
2020-05-22;211;29,67;10,617222;4456;419,695472
2020-05-24;206;53,2;44,870833;328;7,309871
2020-05-25;202;12,67;16,0725;2044;127,173743
2020-05-25;206;147,03;94,175277;771;8,186862
2020-05-25;203;49;24,726111;55031;2225,622945
2020-05-25;213;16,07;2,454166;192;78,234317
2020-05-25;217;64,5;38,916111;5787;148,704478
2020-05-25;211;70,96;16,6925;3451;206,739553
2020-05-25;214;26,08;10,851111;28397;2616,967055
2020-05-25;210;0,03;0,023611;0;0
2020-05-25;209;34,07;0,023611;0;0
2020-05-25;215;52,86;40,824444;20695;506,926683
2020-05-26;211;63,58;10,373055;6592;635,492629
2020-05-26;217;59,3;40,569166;6805;167,738227
2020-05-26;206;148,95;91,288055;843;9,234505
2020-05-26;203;48,2;31,008333;199959;6448,556908
2020-05-26;202;10,9;11,001388;2034;184,885761
2020-05-26;210;64,02;56,904722;15146;266,164203
2020-05-26;213;30,16;1,343611;344;256,026484
2020-05-26;209;48,69;56,908888;16016;281,432313
2020-05-26;215;21,61;12,195555;9493;778,398359
2020-05-26;214;36,95;24,471388;37092;1515,729308
2020-05-27;203;48;33,131944;105278;3177,537665
2020-05-27;206;144,94;79,5375;809;10,171303
2020-05-27;217;51,9;38,423611;2870;74,693656
2020-05-27;202;14,23;13,268888;2560;192,93252
2020-05-27;211;50,16;6,694166;3906;583,493149
2020-05-27;215;39,07;28,681944;13552;472,49238
2020-05-27;213;29,55;0,578055;230;397,886014
2020-05-27;209;71,97;41,099722;24715;601,342266
2020-05-27;210;42,91;40,935833;18442;450,509948
2020-05-27;214;30,48;18,275277;36663;2006,152902
2020-05-28;202;15,47;15,948888;2608;163,522372
2020-05-28;217;48;40,450277;4129;102,075938
2020-05-28;206;136,15;96,155277;820;8,527873
2020-05-28;203;42,27;24,556388;52026;2118,634059
2020-05-28;215;37,39;24,468055;12018;491,171039
2020-05-28;211;94,6;26,825;13700;510,717614
2020-05-28;214;37,4;23,653888;47931;2026,347634
2020-05-28;210;35,53;32,128333;10889;338,922034
2020-05-28;209;41,36;32,186388;13088;406,631523
2020-05-28;213;22,41;1,426944;267;187,113159
2020-05-29;217;24,18;16,69;2739;164,110245
2020-05-29;202;14,13;12,469444;2179;174,747165
2020-05-29;203;41;20,392222;74497;3653,2066
2020-05-29;206;96,18;64,496666;519;8,046928
2020-05-29;210;45,08;33,933888;11780;347,145602
2020-05-29;211;83,66;16,482222;9308;564,729682
2020-05-29;214;32,92;20,739166;138894;6697,183483
2020-05-29;209;64,95;34,037222;22172;651,404512
2020-05-29;213;10,22;0,726666;186;255,963538
2020-05-29;215;42,69;38,5625;15031;389,78282
2020-05-31;206;60,34;36,804166;409;11,112872
2020-06-01;217;36,7;34,330555;2794;81,385226
2020-06-01;203;46,8;29,160277;156748;5375,394753
2020-06-01;202;15,35;14,031111;3346;238,470068
2020-06-01;206;163,55;88,970833;901;10,126914
2020-06-01;215;63,3;46,970277;21122;449,68864
2020-06-01;211;79,39;26,616944;10665;400,684616
2020-06-01;214;41,3;27,341111;49074;1794,879513
2020-06-01;213;29,29;2,964166;433;146,078189
2020-06-02;213;16,25;3,918333;218;55,635904
2020-06-02;217;29,23;26,855555;5409;201,410844
2020-06-02;203;41;25,216388;60862;2413,589131
2020-06-02;202;13,66;11,015;2414;219,155696
2020-06-02;206;144,36;84,160555;870;10,337384
2020-06-02;210;99,64;82,736944;24410;295,031443
2020-06-02;215;19,99;14,168888;6196;437,296137
2020-06-02;214;42,45;25,624444;52958;2066,6985
2020-06-02;209;77,43;82,7975;28994;350,179655
2020-06-02;211;46,91;8,323055;18670;2243,166721
2020-06-03;203;39,8;25,998888;35476;1364,519897
2020-06-03;206;158,61;90,377777;934;10,334399
2020-06-03;213;19,51;0,690833;180;260,555011
2020-06-03;217;54;40,823888;15829;387,738669
2020-06-03;202;11,79;16,374722;1701;103,879626
2020-06-03;209;82,46;40,537222;29335;723,655903
2020-06-03;215;37,93;30,423333;13715;450,805307
2020-06-03;210;47,3;40,272777;14913;370,299768
2020-06-03;211;76,26;17,835555;10409;583,609537
2020-06-03;214;27,94;13,225555;35185;2660,379847
2020-06-04;203;40;27,144166;50248;1851,15284
2020-06-04;206;145,69;80,680833;813;10,076743
2020-06-04;202;10,71;14,637222;1532;104,664669
2020-06-04;217;56;40,971111;4674;114,080382
2020-06-04;215;34,2;24,296944;14106;580,56684
2020-06-04;214;45,26;31,035555;31176;1004,525293
2020-06-04;209;37,14;35,833055;10649;297,183703
2020-06-04;213;34,7;5,678055;409;72,031708
2020-06-04;211;58,12;13,784722;4916;356,626706
2020-06-04;210;40,8;35,826388;9907;276,528016
2020-06-05;217;56;41,563333;4067;97,85067
2020-06-05;203;38,9;20,809166;38124;1832,077268
2020-06-05;206;79,05;47,670555;530;11,117974
2020-06-05;202;12,15;10,568888;1862;176,177474
2020-06-05;215;41,42;30,209722;19107;632,478511
2020-06-05;213;16,57;2,546111;230;90,333846
2020-06-05;210;40,17;36,025833;8987;249,45988
2020-06-05;211;60,31;16,987222;6386;375,929625
2020-06-05;209;44,22;36,249444;13859;382,323105
2020-06-05;214;24,44;11,562777;13285;1148,945447
2020-06-07;206;48,1;22,296388;317;14,217549
2020-06-08;202;12,21;10,734166;1356;126,325603
2020-06-08;217;48;39,975833;7328;183,310751
2020-06-08;206;169,88;97,503333;841;8,625346
2020-06-08;203;49,58;30,587222;56086;1833,641512
2020-06-08;213;23,97;1,577777;206;130,563445
2020-06-08;211;82,94;32,607222;6206;190,325934
2020-06-08;209;41,2;42,519722;12224;287,49012
2020-06-08;214;32,31;18,688888;17631;943,394813
2020-06-08;215;57,41;37,43;18758;501,148811
2020-06-08;210;57,04;42,151388;10621;251,972722
2020-06-09;206;172,54;96,521111;991;10,267184
2020-06-09;202;11,63;14,061388;1869;132,917177
2020-06-09;203;55,35;32,769444;49042;1496,577116
2020-06-09;217;48;32,691388;3504;107,184191
2020-06-09;211;56,32;12,673055;4960;391,381557
2020-06-09;213;39,77;2,549722;379;148,643656
2020-06-09;214;55,98;39,603055;40645;1026,309712
2020-06-09;215;37,11;29,202777;11851;405,81757
2020-06-09;210;74,2;56,5475;16486;291,542508
2020-06-09;209;67,08;56,602222;20305;358,731499
2020-06-10;211;63,67;22,778611;5068;222,489422
2020-06-10;203;55,07;31,7575;40568;1277,430528
2020-06-10;206;191,33;104,546111;875;8,369513
2020-06-10;202;12,4;14,131111;2358;166,86586
2020-06-10;217;34,27;22,191111;8698;391,958744
2020-06-10;210;64,55;56,022777;14437;257,698757
2020-06-10;213;36,72;1,982222;172;86,77131
2020-06-10;214;42,45;26,049166;23652;907,975326
2020-06-10;209;63,03;56,313611;20253;359,646622
2020-06-10;215;41,34;30,750277;13461;437,752154
2020-06-11;206;142,68;98,67;839;8,503091
2020-06-11;203;62,2;32,6075;89844;2755,317028
2020-06-11;217;48;33,507222;5612;167,486281
2020-06-11;202;10,32;12,9125;1898;146,989351
2020-06-11;209;37,86;30,915;10705;346,272036
2020-06-11;211;89,59;18,238333;5337;292,625427
2020-06-11;210;35,73;30,516111;8447;276,804603
2020-06-11;214;31,93;17,793611;16395;921,398135
2020-06-11;215;65,74;48,752777;22410;459,666123
2020-06-11;213;20,07;3,190833;164;51,397237
2020-06-12;206;97,73;54,193888;454;8,377328
2020-06-12;217;31,3;24,111111;2451;101,654378
2020-06-12;202;3,38;3,466111;1051;303,221679
2020-06-12;203;47,23;23,916666;57661;2410,912959
2020-06-12;215;31,32;22,358611;9274;414,784263
2020-06-12;209;62,21;44,249166;16273;367,758343
2020-06-12;213;15,94;1,684166;166;98,565106
2020-06-12;214;29,15;17,669166;24251;1372,503942
2020-06-12;211;69,89;15,8775;5432;342,119351
2020-06-12;210;51,09;44,195833;13157;297,697749
2020-06-14;206;57,2;31,240277;400;12,803984
2020-06-15;209;40,04;49,728333;13837;278,251836
2020-06-15;206;197,9;90,686111;913;10,067694
2020-06-15;213;28,98;1,314444;173;131,614584
2020-06-15;217;55;27,161944;5272;194,095091
2020-06-15;202;8;6,697222;1809;270,111995
2020-06-15;203;38,65;22,525555;57999;2574,808922
2020-06-15;215;58,57;41,839444;15567;372,065173
2020-06-15;214;36,12;26,023888;25553;981,905547
2020-06-15;211;47,13;18,462777;3488;188,920659
2020-06-15;210;72,49;49,728333;13837;278,251836
2020-06-16;202;2,2;1,665277;142;85,271099
2020-06-16;203;40;25,385;40951;1613,196769
